s       |  code       |  functions       |  Mean
14       |  WALKING_UPSTAIRS       |  fBodyBodyGyroMag.meanFreq..       |  0.0317696543342857
14       |  WALKING_UPSTAIRS       |  fBodyBodyGyroMag.std..       |  -0.422066474035714
14       |  WALKING_UPSTAIRS       |  fBodyGyro.mean...X       |  -0.4176063075
14       |  WALKING_UPSTAIRS       |  fBodyGyro.mean...Y       |  -0.234070936821429
14       |  WALKING_UPSTAIRS       |  fBodyGyro.mean...Z       |  0.0581284076678571
14       |  WALKING_UPSTAIRS       |  fBodyGyro.meanFreq...X       |  -0.153483239201071
14       |  WALKING_UPSTAIRS       |  fBodyGyro.meanFreq...Y       |  -0.245997275535714
14       |  WALKING_UPSTAIRS       |  fBodyGyro.meanFreq...Z       |  -0.281455722528571
14       |  WALKING_UPSTAIRS       |  fBodyGyro.std...X       |  -0.560308093214286
14       |  WALKING_UPSTAIRS       |  fBodyGyro.std...Y       |  -0.182290426857143
14       |  WALKING_UPSTAIRS       |  fBodyGyro.std...Z       |  0.00606688355357143
14       |  WALKING_UPSTAIRS       |  tBodyAcc.mean...X       |  0.236436891678571
14       |  WALKING_UPSTAIRS       |  tBodyAcc.mean...Y       |  -0.0323072931642857
14       |  WALKING_UPSTAIRS       |  tBodyAcc.mean...Z       |  -0.133401627
14       |  WALKING_UPSTAIRS       |  tBodyAcc.std...X       |  -0.157249137421429
14       |  WALKING_UPSTAIRS       |  tBodyAcc.std...Y       |  0.0593004050321429
14       |  WALKING_UPSTAIRS       |  tBodyAcc.std...Z       |  -0.206958574642857
14       |  WALKING_UPSTAIRS       |  tBodyAccJerk.mean...X       |  0.0961964264357143
14       |  WALKING_UPSTAIRS       |  tBodyAccJerk.mean...Y       |  0.0203747372571429
14       |  WALKING_UPSTAIRS       |  tBodyAccJerk.mean...Z       |  -0.0296044601267857
14       |  WALKING_UPSTAIRS       |  tBodyAccJerk.std...X       |  -0.219386590607143
14       |  WALKING_UPSTAIRS       |  tBodyAccJerk.std...Y       |  -0.337969821785714
14       |  WALKING_UPSTAIRS       |  tBodyAccJerk.std...Z       |  -0.498523540357143
14       |  WALKING_UPSTAIRS       |  tBodyAccJerkMag.mean..       |  -0.291005077178571
14       |  WALKING_UPSTAIRS       |  tBodyAccJerkMag.std..       |  -0.266235786821429
14       |  WALKING_UPSTAIRS       |  tBodyAccMag.mean..       |  -0.03390618625
14       |  WALKING_UPSTAIRS       |  tBodyAccMag.std..       |  -0.242485821285714
14       |  WALKING_UPSTAIRS       |  tBodyGyro.mean...X       |  0.0696973100107143
14       |  WALKING_UPSTAIRS       |  tBodyGyro.mean...Y       |  -0.173965829
14       |  WALKING_UPSTAIRS       |  tBodyGyro.mean...Z       |  0.0381879500035714
14       |  WALKING_UPSTAIRS       |  tBodyGyro.std...X       |  -0.525110306071429
14       |  WALKING_UPSTAIRS       |  tBodyGyro.std...Y       |  -0.197238486717857
14       |  WALKING_UPSTAIRS       |  tBodyGyro.std...Z       |  0.0964372800785714
14       |  WALKING_UPSTAIRS       |  tBodyGyroJerk.mean...X       |  -0.138137216392857
14       |  WALKING_UPSTAIRS       |  tBodyGyroJerk.mean...Y       |  -0.0317501057857143
14       |  WALKING_UPSTAIRS       |  tBodyGyroJerk.mean...Z       |  -0.0508367391785714
14       |  WALKING_UPSTAIRS       |  tBodyGyroJerk.std...X       |  -0.482521342142857
14       |  WALKING_UPSTAIRS       |  tBodyGyroJerk.std...Y       |  -0.44296738
14       |  WALKING_UPSTAIRS       |  tBodyGyroJerk.std...Z       |  -0.322744139507143
14       |  WALKING_UPSTAIRS       |  tBodyGyroJerkMag.mean..       |  -0.421250473928571
14       |  WALKING_UPSTAIRS       |  tBodyGyroJerkMag.std..       |  -0.488760973214286
14       |  WALKING_UPSTAIRS       |  tBodyGyroMag.mean..       |  -0.0543065140714286
14       |  WALKING_UPSTAIRS       |  tBodyGyroMag.std..       |  -0.323170446928571
14       |  WALKING_UPSTAIRS       |  tGravityAcc.mean...X       |  0.768897204642857
14       |  WALKING_UPSTAIRS       |  tGravityAcc.mean...Y       |  -0.457766609642857
14       |  WALKING_UPSTAIRS       |  tGravityAcc.mean...Z       |  -0.277741277839286
14       |  WALKING_UPSTAIRS       |  tGravityAcc.std...X       |  -0.9137438225
14       |  WALKING_UPSTAIRS       |  tGravityAcc.std...Y       |  -0.916374485714286
14       |  WALKING_UPSTAIRS       |  tGravityAcc.std...Z       |  -0.894776996071429
14       |  WALKING_UPSTAIRS       |  tGravityAccMag.mean..       |  -0.03390618625
14       |  WALKING_UPSTAIRS       |  tGravityAccMag.std..       |  -0.242485821285714
15       |  LAYING       |  angle.X.gravityMean.       |  0.510360052361111
15       |  LAYING       |  angle.Y.gravityMean.       |  -0.494414754583333
15       |  LAYING       |  angle.Z.gravityMean.       |  -0.505943181111111
15       |  LAYING       |  angle.tBodyAccJerkMean..gravityMean.       |  0.00373768258055556
15       |  LAYING       |  angle.tBodyAccMean.gravity.       |  0.0169966002519444
15       |  LAYING       |  angle.tBodyGyroJerkMean.gravityMean.       |  0.00824536256944445
15       |  LAYING       |  angle.tBodyGyroMean.gravityMean.       |  0.0431254071527778
15       |  LAYING       |  fBodyAcc.mean...X       |  -0.975893687083333
15       |  LAYING       |  fBodyAcc.mean...Y       |  -0.980830362083333
15       |  LAYING       |  fBodyAcc.mean...Z       |  -0.976634815694444
15       |  LAYING       |  fBodyAcc.meanFreq...X       |  -0.401945415305556
15       |  LAYING       |  fBodyAcc.meanFreq...Y       |  0.2808890233625
15       |  LAYING       |  fBodyAcc.meanFreq...Z       |  0.242669191758333
15       |  LAYING       |  fBodyAcc.std...X       |  -0.965167081805556
15       |  LAYING       |  fBodyAcc.std...Y       |  -0.984571808472222
15       |  LAYING       |  fBodyAcc.std...Z       |  -0.973057781805556
15       |  LAYING       |  fBodyAccJerk.mean...X       |  -0.985998546805556
15       |  LAYING       |  fBodyAccJerk.mean...Y       |  -0.982140613888889
15       |  LAYING       |  fBodyAccJerk.mean...Z       |  -0.981549689583333
15       |  LAYING       |  fBodyAccJerk.meanFreq...X       |  0.152359886551389
15       |  LAYING       |  fBodyAccJerk.meanFreq...Y       |  0.0753041126791667
15       |  LAYING       |  fBodyAccJerk.meanFreq...Z       |  0.0862692032513889
15       |  LAYING       |  fBodyAccJerk.std...X       |  -0.988140517777778
15       |  LAYING       |  fBodyAccJerk.std...Y       |  -0.984124532361111
15       |  LAYING       |  fBodyAccJerk.std...Z       |  -0.983185637916667
15       |  LAYING       |  fBodyAccMag.mean..       |  -0.973171068055556
15       |  LAYING       |  fBodyAccMag.meanFreq..       |  0.0811245566805556
15       |  LAYING       |  fBodyAccMag.std..       |  -0.971063024027778
15       |  LAYING       |  fBodyBodyAccJerkMag.mean..       |  -0.983108084305556
15       |  LAYING       |  fBodyBodyAccJerkMag.meanFreq..       |  0.347309299402778
15       |  LAYING       |  fBodyBodyAccJerkMag.std..       |  -0.98328511625
15       |  LAYING       |  fBodyBodyGyroJerkMag.mean..       |  -0.978596740694444
15       |  LAYING       |  fBodyBodyGyroJerkMag.meanFreq..       |  0.261813945015278
15       |  LAYING       |  fBodyBodyGyroJerkMag.std..       |  -0.980096981111111
15       |  LAYING       |  fBodyBodyGyroMag.mean..       |  -0.964001383472222
15       |  LAYING       |  fBodyBodyGyroMag.meanFreq..       |  0.0544279335515278
15       |  LAYING       |  fBodyBodyGyroMag.std..       |  -0.961369084583333
15       |  LAYING       |  fBodyGyro.mean...X       |  -0.976570564027778
15       |  LAYING       |  fBodyGyro.mean...Y       |  -0.966111980277778
15       |  LAYING       |  fBodyGyro.mean...Z       |  -0.981093036111111
15       |  LAYING       |  fBodyGyro.meanFreq...X       |  0.213437011386111
15       |  LAYING       |  fBodyGyro.meanFreq...Y       |  -0.1812152290875
15       |  LAYING       |  fBodyGyro.meanFreq...Z       |  0.258571516181528
15       |  LAYING       |  fBodyGyro.std...X       |  -0.984713284166667
15       |  LAYING       |  fBodyGyro.std...Y       |  -0.95779294875
15       |  LAYING       |  fBodyGyro.std...Z       |  -0.983602745694445
15       |  LAYING       |  tBodyAcc.mean...X       |  0.272850494930556
15       |  LAYING       |  tBodyAcc.mean...Y       |  -0.0173555210111111
15       |  LAYING       |  tBodyAcc.mean...Z       |  -0.107236237236111
15       |  LAYING       |  tBodyAcc.std...X       |  -0.967984021111111
15       |  LAYING       |  tBodyAcc.std...Y       |  -0.983126461944444
15       |  LAYING       |  tBodyAcc.std...Z       |  -0.973566958888889
15       |  LAYING       |  tBodyAccJerk.mean...X       |  0.08072123275
15       |  LAYING       |  tBodyAccJerk.mean...Y       |  0.0119819524179167
15       |  LAYING       |  tBodyAccJerk.mean...Z       |  -0.00589225849902778
15       |  LAYING       |  tBodyAccJerk.std...X       |  -0.98636543375
15       |  LAYING       |  tBodyAccJerk.std...Y       |  -0.982430495
15       |  LAYING       |  tBodyAccJerk.std...Z       |  -0.983087366805556
15       |  LAYING       |  tBodyAccJerkMag.mean..       |  -0.985529270555556
15       |  LAYING       |  tBodyAccJerkMag.std..       |  -0.983605927361111
15       |  LAYING       |  tBodyAccMag.mean..       |  -0.9718540425
15       |  LAYING       |  tBodyAccMag.std..       |  -0.969354834166667
15       |  LAYING       |  tBodyGyro.mean...X       |  -0.0143679929444444
15       |  LAYING       |  tBodyGyro.mean...Y       |  -0.0955538053611111
15       |  LAYING       |  tBodyGyro.mean...Z       |  0.111730746333333
15       |  LAYING       |  tBodyGyro.std...X       |  -0.982651720138889
15       |  LAYING       |  tBodyGyro.std...Y       |  -0.960299550972222
15       |  LAYING       |  tBodyGyro.std...Z       |  -0.98170136125
15       |  LAYING       |  tBodyGyroJerk.mean...X       |  -0.102813809652778
15       |  LAYING       |  tBodyGyroJerk.mean...Y       |  -0.0382323710416667
15       |  LAYING       |  tBodyGyroJerk.mean...Z       |  -0.0624116966805556
15       |  LAYING       |  tBodyGyroJerk.std...X       |  -0.979865720555556
15       |  LAYING       |  tBodyGyroJerk.std...Y       |  -0.978091312777778
15       |  LAYING       |  tBodyGyroJerk.std...Z       |  -0.992381595972222
15       |  LAYING       |  tBodyGyroJerkMag.mean..       |  -0.982780873888889
15       |  LAYING       |  tBodyGyroJerkMag.std..       |  -0.978659102222222
15       |  LAYING       |  tBodyGyroMag.mean..       |  -0.953791512638889
15       |  LAYING       |  tBodyGyroMag.std..       |  -0.957829934722222
15       |  LAYING       |  tGravityAcc.mean...X       |  -0.359292534027778
15       |  LAYING       |  tGravityAcc.mean...Y       |  0.738430699305556
15       |  LAYING       |  tGravityAcc.mean...Z       |  0.683839909722222
15       |  LAYING       |  tGravityAcc.std...X       |  -0.960412164305556
15       |  LAYING       |  tGravityAcc.std...Y       |  -0.993454358055556
15       |  LAYING       |  tGravityAcc.std...Z       |  -0.979239668194444
15       |  LAYING       |  tGravityAccMag.mean..       |  -0.9718540425
15       |  LAYING       |  tGravityAccMag.std..       |  -0.969354834166667
15       |  SITTING       |  angle.X.gravityMean.       |  -0.765209814558824
15       |  SITTING       |  angle.Y.gravityMean.       |  -0.0426557026279412
15       |  SITTING       |  angle.Z.gravityMean.       |  -0.0558413695220588
15       |  SITTING       |  angle.tBodyAccJerkMean..gravityMean.       |  -0.00503036659779412
15       |  SITTING       |  angle.tBodyAccMean.gravity.       |  0.0205587512469118
15       |  SITTING       |  angle.tBodyGyroJerkMean.gravityMean.       |  -0.0370440296588235
15       |  SITTING       |  angle.tBodyGyroMean.gravityMean.       |  -0.00106301174852941
15       |  SITTING       |  fBodyAcc.mean...X       |  -0.989529506764706
15       |  SITTING       |  fBodyAcc.mean...Y       |  -0.962773200147059
15       |  SITTING       |  fBodyAcc.mean...Z       |  -0.966991781176471
15       |  SITTING       |  fBodyAcc.meanFreq...X       |  -0.0165992981941176
15       |  SITTING       |  fBodyAcc.meanFreq...Y       |  0.00154835032647059
15       |  SITTING       |  fBodyAcc.meanFreq...Z       |  0.0972629587797059
15       |  SITTING       |  fBodyAcc.std...X       |  -0.991100005441176
15       |  SITTING       |  fBodyAcc.std...Y       |  -0.954998005147059
15       |  SITTING       |  fBodyAcc.std...Z       |  -0.954402697794118
15       |  SITTING       |  fBodyAccJerk.mean...X       |  -0.988857403235294
15       |  SITTING       |  fBodyAccJerk.mean...Y       |  -0.979228238382353
15       |  SITTING       |  fBodyAccJerk.mean...Z       |  -0.981971300147059
15       |  SITTING       |  fBodyAccJerk.meanFreq...X       |  0.187752123742647
15       |  SITTING       |  fBodyAccJerk.meanFreq...Y       |  -0.0884463992352941
15       |  SITTING       |  fBodyAccJerk.meanFreq...Z       |  -0.00446178350882353
15       |  SITTING       |  fBodyAccJerk.std...X       |  -0.9892888075
15       |  SITTING       |  fBodyAccJerk.std...Y       |  -0.981550132794118
15       |  SITTING       |  fBodyAccJerk.std...Z       |  -0.986008449264706
15       |  SITTING       |  fBodyAccMag.mean..       |  -0.968905031470588
15       |  SITTING       |  fBodyAccMag.meanFreq..       |  0.0943831689514706
15       |  SITTING       |  fBodyAccMag.std..       |  -0.965852262058824
15       |  SITTING       |  fBodyBodyAccJerkMag.mean..       |  -0.984469962941177
15       |  SITTING       |  fBodyBodyAccJerkMag.meanFreq..       |  0.353544370380882
15       |  SITTING       |  fBodyBodyAccJerkMag.std..       |  -0.98561372
15       |  SITTING       |  fBodyBodyGyroJerkMag.mean..       |  -0.990854751176471
15       |  SITTING       |  fBodyBodyGyroJerkMag.meanFreq..       |  0.212296511463971
15       |  SITTING       |  fBodyBodyGyroJerkMag.std..       |  -0.990933058235294
15       |  SITTING       |  fBodyBodyGyroMag.mean..       |  -0.977973720735294
15       |  SITTING       |  fBodyBodyGyroMag.meanFreq..       |  -0.103804539543971
15       |  SITTING       |  fBodyBodyGyroMag.std..       |  -0.969105899117647
15       |  SITTING       |  fBodyGyro.mean...X       |  -0.985676523823529
15       |  SITTING       |  fBodyGyro.mean...Y       |  -0.981200181176471
15       |  SITTING       |  fBodyGyro.mean...Z       |  -0.974686891029412
15       |  SITTING       |  fBodyGyro.meanFreq...X       |  0.0410327203470588
15       |  SITTING       |  fBodyGyro.meanFreq...Y       |  -0.281538204205882
15       |  SITTING       |  fBodyGyro.meanFreq...Z       |  -0.0466430854957353
15       |  SITTING       |  fBodyGyro.std...X       |  -0.988891551764706
15       |  SITTING       |  fBodyGyro.std...Y       |  -0.976252427794118
15       |  SITTING       |  fBodyGyro.std...Z       |  -0.972851787647059
15       |  SITTING       |  tBodyAcc.mean...X       |  0.273475690147059
15       |  SITTING       |  tBodyAcc.mean...Y       |  -0.0131255097938235
15       |  SITTING       |  tBodyAcc.mean...Z       |  -0.103041061426471
15       |  SITTING       |  tBodyAcc.std...X       |  -0.990593766617647
15       |  SITTING       |  tBodyAcc.std...Y       |  -0.956255962058824
15       |  SITTING       |  tBodyAcc.std...Z       |  -0.957056111470588
15       |  SITTING       |  tBodyAccJerk.mean...X       |  0.0763318528529412
15       |  SITTING       |  tBodyAccJerk.mean...Y       |  0.00476702575745588
15       |  SITTING       |  tBodyAccJerk.mean...Z       |  -0.00113300171426471
15       |  SITTING       |  tBodyAccJerk.std...X       |  -0.988564382205882
15       |  SITTING       |  tBodyAccJerk.std...Y       |  -0.979573678088235
15       |  SITTING       |  tBodyAccJerk.std...Z       |  -0.984662946764706
15       |  SITTING       |  tBodyAccJerkMag.mean..       |  -0.985555822352941
15       |  SITTING       |  tBodyAccJerkMag.std..       |  -0.985418456176471
15       |  SITTING       |  tBodyAccMag.mean..       |  -0.968979156470588
15       |  SITTING       |  tBodyAccMag.std..       |  -0.963779683235294
15       |  SITTING       |  tBodyGyro.mean...X       |  -0.0356229619955882
15       |  SITTING       |  tBodyGyro.mean...Y       |  -0.0750132697044118
15       |  SITTING       |  tBodyGyro.mean...Z       |  0.0800440230882353
15       |  SITTING       |  tBodyGyro.std...X       |  -0.988111648676471
15       |  SITTING       |  tBodyGyro.std...Y       |  -0.977954005147059
15       |  SITTING       |  tBodyGyro.std...Z       |  -0.971277654117647
15       |  SITTING       |  tBodyGyroJerk.mean...X       |  -0.0951782658382353
15       |  SITTING       |  tBodyGyroJerk.mean...Y       |  -0.040616936
15       |  SITTING       |  tBodyGyroJerk.mean...Z       |  -0.051596655125
15       |  SITTING       |  tBodyGyroJerk.std...X       |  -0.991442007794118
15       |  SITTING       |  tBodyGyroJerk.std...Y       |  -0.989780810588235
15       |  SITTING       |  tBodyGyroJerk.std...Z       |  -0.989850160294118
15       |  SITTING       |  tBodyGyroJerkMag.mean..       |  -0.991306424705882
15       |  SITTING       |  tBodyGyroJerkMag.std..       |  -0.990724530735294
15       |  SITTING       |  tBodyGyroMag.mean..       |  -0.964633252352941
15       |  SITTING       |  tBodyGyroMag.std..       |  -0.969257162647059
15       |  SITTING       |  tGravityAcc.mean...X       |  0.919637604411765
15       |  SITTING       |  tGravityAcc.mean...Y       |  0.182254651955882
15       |  SITTING       |  tGravityAcc.mean...Z       |  0.109559621020588
15       |  SITTING       |  tGravityAcc.std...X       |  -0.989660149852941
15       |  SITTING       |  tGravityAcc.std...Y       |  -0.971692544705882
15       |  SITTING       |  tGravityAcc.std...Z       |  -0.963406795735294
15       |  SITTING       |  tGravityAccMag.mean..       |  -0.968979156470588
15       |  SITTING       |  tGravityAccMag.std..       |  -0.963779683235294
15       |  STANDING       |  angle.X.gravityMean.       |  -0.857865246521739
15       |  STANDING       |  angle.Y.gravityMean.       |  0.182908385362319
15       |  STANDING       |  angle.Z.gravityMean.       |  0.0586753424246377
15       |  STANDING       |  angle.tBodyAccJerkMean..gravityMean.       |  0.0208373898065217
15       |  STANDING       |  angle.tBodyAccMean.gravity.       |  0.01294374399
15       |  STANDING       |  angle.tBodyGyroJerkMean.gravityMean.       |  0.0012171928115942
15       |  STANDING       |  angle.tBodyGyroMean.gravityMean.       |  -0.0355583003884058
15       |  STANDING       |  fBodyAcc.mean...X       |  -0.984183633623188
15       |  STANDING       |  fBodyAcc.mean...Y       |  -0.948970158405797
15       |  STANDING       |  fBodyAcc.mean...Z       |  -0.953817599275362
15       |  STANDING       |  fBodyAcc.meanFreq...X       |  0.105320736681159
15       |  STANDING       |  fBodyAcc.meanFreq...Y       |  -0.0931357413927536
15       |  STANDING       |  fBodyAcc.meanFreq...Z       |  0.00146072794202899
15       |  STANDING       |  fBodyAcc.std...X       |  -0.988851853478261
15       |  STANDING       |  fBodyAcc.std...Y       |  -0.934454791304348
15       |  STANDING       |  fBodyAcc.std...Z       |  -0.923802467681159
15       |  STANDING       |  fBodyAccJerk.mean...X       |  -0.98116164057971
15       |  STANDING       |  fBodyAccJerk.mean...Y       |  -0.967720592463768
15       |  STANDING       |  fBodyAccJerk.mean...Z       |  -0.974170468405797
15       |  STANDING       |  fBodyAccJerk.meanFreq...X       |  0.207088443601449
15       |  STANDING       |  fBodyAccJerk.meanFreq...Y       |  -0.131947804072174
15       |  STANDING       |  fBodyAccJerk.meanFreq...Z       |  0.081477374984058
15       |  STANDING       |  fBodyAccJerk.std...X       |  -0.981721691014493
15       |  STANDING       |  fBodyAccJerk.std...Y       |  -0.970228184202899
15       |  STANDING       |  fBodyAccJerk.std...Z       |  -0.979936740869565
15       |  STANDING       |  fBodyAccMag.mean..       |  -0.960066088115942
15       |  STANDING       |  fBodyAccMag.meanFreq..       |  -0.0499986378695652
15       |  STANDING       |  fBodyAccMag.std..       |  -0.949522556376812
15       |  STANDING       |  fBodyBodyAccJerkMag.mean..       |  -0.972251355217391
15       |  STANDING       |  fBodyBodyAccJerkMag.meanFreq..       |  0.293291552663768
15       |  STANDING       |  fBodyBodyAccJerkMag.std..       |  -0.973195509565217
15       |  STANDING       |  fBodyBodyGyroJerkMag.mean..       |  -0.981119237826087
15       |  STANDING       |  fBodyBodyGyroJerkMag.meanFreq..       |  0.144869050927536
15       |  STANDING       |  fBodyBodyGyroJerkMag.std..       |  -0.9797551
15       |  STANDING       |  fBodyBodyGyroMag.mean..       |  -0.963922314202899
15       |  STANDING       |  fBodyBodyGyroMag.meanFreq..       |  -0.221536877376812
15       |  STANDING       |  fBodyBodyGyroMag.std..       |  -0.954407176956522
15       |  STANDING       |  fBodyGyro.mean...X       |  -0.958540187246377
15       |  STANDING       |  fBodyGyro.mean...Y       |  -0.970426493768116
15       |  STANDING       |  fBodyGyro.mean...Z       |  -0.970133388405797
15       |  STANDING       |  fBodyGyro.meanFreq...X       |  -0.289553437595652
15       |  STANDING       |  fBodyGyro.meanFreq...Y       |  -0.12902696413913
15       |  STANDING       |  fBodyGyro.meanFreq...Z       |  -0.0650613444028986
15       |  STANDING       |  fBodyGyro.std...X       |  -0.961885695217391
15       |  STANDING       |  fBodyGyro.std...Y       |  -0.965798055507246
15       |  STANDING       |  fBodyGyro.std...Z       |  -0.972688652173913
15       |  STANDING       |  tBodyAcc.mean...X       |  0.280348883913043
15       |  STANDING       |  tBodyAcc.mean...Y       |  -0.0144785340348986
15       |  STANDING       |  tBodyAcc.mean...Z       |  -0.108222553855072
15       |  STANDING       |  tBodyAcc.std...X       |  -0.98725587115942
15       |  STANDING       |  tBodyAcc.std...Y       |  -0.936871974347826
15       |  STANDING       |  tBodyAcc.std...Z       |  -0.930283530144928
15       |  STANDING       |  tBodyAccJerk.mean...X       |  0.0746177416521739
15       |  STANDING       |  tBodyAccJerk.mean...Y       |  0.0109839689101449
15       |  STANDING       |  tBodyAccJerk.mean...Z       |  -0.00358774904913043
15       |  STANDING       |  tBodyAccJerk.std...X       |  -0.980573836811594
15       |  STANDING       |  tBodyAccJerk.std...Y       |  -0.967745638695652
15       |  STANDING       |  tBodyAccJerk.std...Z       |  -0.977716354927536
15       |  STANDING       |  tBodyAccJerkMag.mean..       |  -0.977620953913043
15       |  STANDING       |  tBodyAccJerkMag.std..       |  -0.973108343043478
15       |  STANDING       |  tBodyAccMag.mean..       |  -0.950061017681159
15       |  STANDING       |  tBodyAccMag.std..       |  -0.94790101173913
15       |  STANDING       |  tBodyGyro.mean...X       |  -0.0278611511434783
15       |  STANDING       |  tBodyGyro.mean...Y       |  -0.0692546674492754
15       |  STANDING       |  tBodyGyro.mean...Z       |  0.077124614942029
15       |  STANDING       |  tBodyGyro.std...X       |  -0.960738660289855
15       |  STANDING       |  tBodyGyro.std...Y       |  -0.967298518695652
15       |  STANDING       |  tBodyGyro.std...Z       |  -0.969958678115942
15       |  STANDING       |  tBodyGyroJerk.mean...X       |  -0.0991947719855072
15       |  STANDING       |  tBodyGyroJerk.mean...Y       |  -0.0431738608
15       |  STANDING       |  tBodyGyroJerk.mean...Z       |  -0.0517180379565217
15       |  STANDING       |  tBodyGyroJerk.std...X       |  -0.975856809130435
15       |  STANDING       |  tBodyGyroJerk.std...Y       |  -0.981983572028985
15       |  STANDING       |  tBodyGyroJerk.std...Z       |  -0.983276883478261
15       |  STANDING       |  tBodyGyroJerkMag.mean..       |  -0.982387268985507
15       |  STANDING       |  tBodyGyroJerkMag.std..       |  -0.979995718695652
15       |  STANDING       |  tBodyGyroMag.mean..       |  -0.954518594057971
15       |  STANDING       |  tBodyGyroMag.std..       |  -0.95310477884058
15       |  STANDING       |  tGravityAcc.mean...X       |  0.96644228
15       |  STANDING       |  tGravityAcc.mean...Y       |  -0.145201300942029
15       |  STANDING       |  tGravityAcc.mean...Z       |  -0.0530585403536232
15       |  STANDING       |  tGravityAcc.std...X       |  -0.992197591884058
15       |  STANDING       |  tGravityAcc.std...Y       |  -0.968155388695652
15       |  STANDING       |  tGravityAcc.std...Z       |  -0.94618494942029
15       |  STANDING       |  tGravityAccMag.mean..       |  -0.950061017681159
15       |  STANDING       |  tGravityAccMag.std..       |  -0.94790101173913
15       |  WALKING       |  angle.X.gravityMean.       |  -0.8365444155
15       |  WALKING       |  angle.Y.gravityMean.       |  0.1572914505
15       |  WALKING       |  angle.Z.gravityMean.       |  0.118325024
15       |  WALKING       |  angle.tBodyAccJerkMean..gravityMean.       |  -0.066929365625
15       |  WALKING       |  angle.tBodyAccMean.gravity.       |  -0.028882663425
15       |  WALKING       |  angle.tBodyGyroJerkMean.gravityMean.       |  -0.10960930817
15       |  WALKING       |  angle.tBodyGyroMean.gravityMean.       |  0.08923395185
15       |  WALKING       |  fBodyAcc.mean...X       |  -0.48394797025
15       |  WALKING       |  fBodyAcc.mean...Y       |  -0.206510626775
15       |  WALKING       |  fBodyAcc.mean...Z       |  -0.3420352765
15       |  WALKING       |  fBodyAcc.meanFreq...X       |  -0.301592255175
15       |  WALKING       |  fBodyAcc.meanFreq...Y       |  -0.062942721745
15       |  WALKING       |  fBodyAcc.meanFreq...Z       |  0.03140049329
15       |  WALKING       |  fBodyAcc.std...X       |  -0.4535443725
15       |  WALKING       |  fBodyAcc.std...Y       |  -0.18227933095
15       |  WALKING       |  fBodyAcc.std...Z       |  -0.31077254625
15       |  WALKING       |  fBodyAccJerk.mean...X       |  -0.50396842675
15       |  WALKING       |  fBodyAccJerk.mean...Y       |  -0.35316279825
15       |  WALKING       |  fBodyAccJerk.mean...Z       |  -0.4700201185
15       |  WALKING       |  fBodyAccJerk.meanFreq...X       |  -0.237592899165
15       |  WALKING       |  fBodyAccJerk.meanFreq...Y       |  -0.4312727555
15       |  WALKING       |  fBodyAccJerk.meanFreq...Z       |  -0.406031174
15       |  WALKING       |  fBodyAccJerk.std...X       |  -0.51009013075
15       |  WALKING       |  fBodyAccJerk.std...Y       |  -0.291578333725
15       |  WALKING       |  fBodyAccJerk.std...Z       |  -0.51255737225
15       |  WALKING       |  fBodyAccMag.mean..       |  -0.43139113475
15       |  WALKING       |  fBodyAccMag.meanFreq..       |  0.159341317625
15       |  WALKING       |  fBodyAccMag.std..       |  -0.584326959
15       |  WALKING       |  fBodyBodyAccJerkMag.mean..       |  -0.423811003
15       |  WALKING       |  fBodyBodyAccJerkMag.meanFreq..       |  0.0979797293325
15       |  WALKING       |  fBodyBodyAccJerkMag.std..       |  -0.403717428
15       |  WALKING       |  fBodyBodyGyroJerkMag.mean..       |  -0.592704323
15       |  WALKING       |  fBodyBodyGyroJerkMag.meanFreq..       |  0.227323721566
15       |  WALKING       |  fBodyBodyGyroJerkMag.std..       |  -0.599271221
15       |  WALKING       |  fBodyBodyGyroMag.mean..       |  -0.55695985925
15       |  WALKING       |  fBodyBodyGyroMag.meanFreq..       |  0.349235509925
15       |  WALKING       |  fBodyBodyGyroMag.std..       |  -0.68442839825
15       |  WALKING       |  fBodyGyro.mean...X       |  -0.49138393975
15       |  WALKING       |  fBodyGyro.mean...Y       |  -0.49731657575
15       |  WALKING       |  fBodyGyro.mean...Z       |  -0.4000039415
15       |  WALKING       |  fBodyGyro.meanFreq...X       |  -0.066633323645
15       |  WALKING       |  fBodyGyro.meanFreq...Y       |  0.0458761804975
15       |  WALKING       |  fBodyGyro.meanFreq...Z       |  -0.24787761467
15       |  WALKING       |  fBodyGyro.std...X       |  -0.62950001275
15       |  WALKING       |  fBodyGyro.std...Y       |  -0.511100515
15       |  WALKING       |  fBodyGyro.std...Z       |  -0.45265745775
15       |  WALKING       |  tBodyAcc.mean...X       |  0.27798696875
15       |  WALKING       |  tBodyAcc.mean...Y       |  -0.023183769895
15       |  WALKING       |  tBodyAcc.mean...Z       |  -0.111554886375
15       |  WALKING       |  tBodyAcc.std...X       |  -0.4617443615
15       |  WALKING       |  tBodyAcc.std...Y       |  -0.1548929376625
15       |  WALKING       |  tBodyAcc.std...Z       |  -0.285252141
15       |  WALKING       |  tBodyAccJerk.mean...X       |  0.0630804445225
15       |  WALKING       |  tBodyAccJerk.mean...Y       |  0.01318774065
15       |  WALKING       |  tBodyAccJerk.mean...Z       |  -0.0036703959
15       |  WALKING       |  tBodyAccJerk.std...X       |  -0.483893409
15       |  WALKING       |  tBodyAccJerk.std...Y       |  -0.30129803975
